RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit,BookPage
3395,050139300,2001/05/17 04:00:00+00,264900,CABELL AVE,809,,809:10
3396,050139400,1996/10/16 04:00:00+00,130000,TUNLAW PL,804,,681:699
3397,050139400,2005/09/29 04:00:00+00,0,TUNLAW PL,804,,1049:126
3398,050139400,1993/06/14 04:00:00+00,239000,TUNLAW PL,804,,0:0
3399,050139400,2021/10/25 04:00:00+00,0,TUNLAW PL,804,,2021:5284
3400,050139500,2011/02/09 05:00:00+00,0,BURNLEY AVE,1705-1707,,2011:577
3401,050139500,2013/12/02 05:00:00+00,250000,BURNLEY AVE,1705-1707,,2013:5788
3402,050139500,2011/02/09 05:00:00+00,0,BURNLEY AVE,1705-1707,,W2011:445
3403,050139500,1988/11/04 04:00:00+00,107500,BURNLEY AVE,1705-1707,,520:533
3404,050139500,1978/08/23 04:00:00+00,0,BURNLEY AVE,1705-1707,,0:0
3405,050139600,2004/12/08 05:00:00+00,370000,CABELL AVE,801-803,,1007:240
3406,050139600,1998/10/05 04:00:00+00,65000,CABELL AVE,801-803,,734:689
3407,050139600,1990/07/18 04:00:00+00,55000,CABELL AVE,801-803,,578:722
3408,050139600,1998/10/05 04:00:00+00,0,CABELL AVE,801-803,,734:692
3409,050139600,1997/06/25 04:00:00+00,0,CABELL AVE,801-803,,578:722
3410,050140000,1986/02/03 05:00:00+00,65000,CABELL AVE,811,,0:0
3411,050140000,1998/06/01 04:00:00+00,172000,CABELL AVE,811,,722:370
3412,050140000,1989/11/30 05:00:00+00,97000,CABELL AVE,811,,536:731
3413,050140000,2010/12/17 05:00:00+00,270000,CABELL AVE,811,,2010:4633
3414,050140000,2007/12/17 05:00:00+00,375000,CABELL AVE,811,,1170:123
3415,050141000,2014/09/16 04:00:00+00,0,TUNLAW PL,814,,2014:3294
3416,050141000,1966/04/19 04:00:00+00,25800,TUNLAW PL,814,,276:270
3417,050141000,2015/12/30 05:00:00+00,0,TUNLAW PL,814,,2015:4813
3418,050141000,2015/03/23 04:00:00+00,0,TUNLAW PL,814,,2014:3294
3419,050141200,2008/11/26 05:00:00+00,0,CABELL AVE,815,,2008:5618
3420,050141200,1996/08/16 04:00:00+00,270000,CABELL AVE,815,,678:154
3421,050141200,2014/04/18 04:00:00+00,270000,CABELL AVE,815,,2014:1179
3422,050141200,1995/08/14 04:00:00+00,108000,CABELL AVE,815,,0:0
3423,050141300,2007/09/19 04:00:00+00,260000,CABELL AVE,817,,1160:362
3424,050141300,1990/04/27 04:00:00+00,110000,CABELL AVE,817,,541:796
3425,050141300,1989/06/21 04:00:00+00,0,CABELL AVE,817,,0:0
3426,050141300,2001/06/12 04:00:00+00,175000,CABELL AVE,817,,812:465
3427,050141300,2012/11/20 05:00:00+00,320000,CABELL AVE,817,,2012:5190
3428,050141300,2004/02/17 05:00:00+00,232000,CABELL AVE,817,,958:760
3429,050141400,1969/12/30 05:00:00+00,20505,CABELL AVE,821,,313:545
3430,050141400,2005/06/15 04:00:00+00,250000,CABELL AVE,821,,1033:870
3431,050141400,2017/03/31 04:00:00+00,279500,CABELL AVE,821,,2017:1201
3432,050141500,1983/09/01 04:00:00+00,67000,CABELL AVE,823,,442:333
3433,050141500,2014/03/20 04:00:00+00,280000,CABELL AVE,823,,2014:895
3434,050142000,1960/11/07 05:00:00+00,42500,RUGBY RD,900,,0:0
3435,050142000,2005/09/09 04:00:00+00,0,RUGBY RD,900,,WB48:538
3436,050142000,1996/06/17 04:00:00+00,0,RUGBY RD,900,,673:615
3437,050142000,2003/01/10 05:00:00+00,0,RUGBY RD,900,,WB46:732
3438,050142000,2009/12/30 05:00:00+00,0,RUGBY RD,900,,2009:5591
3439,050142100,1991/06/19 04:00:00+00,198500,ROSSER AVE W,1701,,0:0
3440,050142100,1995/12/22 05:00:00+00,218000,ROSSER AVE W,1701,,664:435
3441,050142100,1999/06/07 04:00:00+00,265000,ROSSER AVE W,1701,,755:717
3442,050143000,1956/09/28 04:00:00+00,8500,TUNLAW PL,905,,194:473
3443,050143000,2003/08/15 04:00:00+00,0,TUNLAW PL,905,,WB47:235
3444,050143000,2006/08/14 04:00:00+00,425000,TUNLAW PL,905,,1103:458
3445,050143000,2004/01/28 05:00:00+00,255000,TUNLAW PL,905,,956:466
3446,050144000,2012/09/26 04:00:00+00,375000,RUGBY RD,910,,2012:4332
3447,050144000,2009/10/01 04:00:00+00,0,RUGBY RD,910,,2009:4438
3448,050144000,1970/12/31 05:00:00+00,27000,RUGBY RD,910,,322:381
3449,050144000,2009/10/30 04:00:00+00,0,RUGBY RD,910,,2009:4838
3450,050145000,1986/03/28 04:00:00+00,180000,RUGBY RD,914,,475:452
3451,050145000,1984/11/19 05:00:00+00,0,RUGBY RD,914,,457:770
3452,050145000,2021/09/20 04:00:00+00,1200000,RUGBY RD,914,,2021:4726
3453,050146000,1993/09/14 04:00:00+00,0,RUGBY RD,918,,611:432
3454,050146000,1987/04/01 04:00:00+00,0,RUGBY RD,918,,186:357
3455,050146000,1999/12/06 05:00:00+00,0,RUGBY RD,918,,WB 43:643
3456,050146000,2002/02/04 05:00:00+00,335000,RUGBY RD,918,,839:53
3457,050147000,1990/10/15 04:00:00+00,0,RUGBY RD,924,,0:0
3458,050147000,2004/12/10 05:00:00+00,706000,RUGBY RD,924,,1007:580
3459,050147000,1991/05/30 04:00:00+00,255000,RUGBY RD,924,,560:130
3460,050147100,2014/01/28 05:00:00+00,0,RUGBY RD,922,,2014:264
3461,050147100,1996/03/07 05:00:00+00,0,RUGBY RD,922,,668:32
3462,050147100,2005/05/25 04:00:00+00,0,RUGBY RD,922,,1030:76
3463,050147100,1991/05/30 04:00:00+00,0,RUGBY RD,922,,0:0
3464,050147100,2017/06/22 04:00:00+00,1647000,RUGBY RD,922,,2017:2411
3465,050147100,2017/06/22 04:00:00+00,1647000,RUGBY RD,922,,2017:2411
3466,050147100,2003/10/27 04:00:00+00,230000,RUGBY RD,922,,942:846
3467,050147100,2002/10/24 04:00:00+00,125000,RUGBY RD,922,,874:808
3468,050148000,1995/01/04 05:00:00+00,0,STEWART CIR,101,,645:382
3469,050148000,1990/12/28 05:00:00+00,0,STEWART CIR,101,,0:0
3470,050148000,2020/09/01 04:00:00+00,372000,STEWART CIR,101,,2020:3568
3471,050148000,2011/07/07 04:00:00+00,287500,STEWART CIR,101,,2011:2370
3472,050148100,2012/03/16 04:00:00+00,276000,STEWART CIR,103,,2012:1071
3473,050148100,2020/09/01 04:00:00+00,367350,STEWART CIR,103,,2020:3567
3474,050148100,1990/12/28 05:00:00+00,0,STEWART CIR,103,,0:0
3475,050148100,1995/01/04 05:00:00+00,0,STEWART CIR,103,,645:382
3476,050148200,1995/01/04 05:00:00+00,0,STEWART CIR,105,,645:382
3477,050148200,1990/12/28 05:00:00+00,0,STEWART CIR,105,,0:0
3478,050148200,2012/03/16 04:00:00+00,277000,STEWART CIR,105,,2012:1072
3479,050148300,2014/01/29 05:00:00+00,312000,STEWART CIR,107,,2014:284
3480,050148300,1990/12/28 05:00:00+00,0,STEWART CIR,107,,0:0
3481,050148300,1995/01/04 05:00:00+00,0,STEWART CIR,107,,645:382
3482,050148400,1995/01/04 05:00:00+00,207000,STEWART CIR,109,,645:387
3483,050148400,2012/12/28 05:00:00+00,305000,STEWART CIR,109,,2012:5704
3484,050148500,1988/06/21 04:00:00+00,129000,STEWART CIR,106,,513:578
3485,050148500,2008/01/22 05:00:00+00,0,STEWART CIR,106,,1173:422
3486,050148500,1983/06/30 04:00:00+00,0,STEWART CIR,106,,0:0
3487,050148500,1998/03/27 04:00:00+00,0,STEWART CIR,106,,716:236
3488,050148500,2014/07/10 04:00:00+00,380000,STEWART CIR,106,,2014:2330
3489,050148600,1995/01/04 05:00:00+00,0,STEWART CIR,104,,645:382
3490,050148600,2014/08/15 04:00:00+00,312000,STEWART CIR,104,,2014:2909
3491,050148600,2019/08/05 04:00:00+00,0,STEWART CIR,104,,2019:2673
3492,050148600,1992/05/06 04:00:00+00,0,STEWART CIR,104,,579:319
3493,050148700,2019/01/14 05:00:00+00,0,STEWART CIR,102,,2019:0101
3494,050148700,2019/01/14 05:00:00+00,0,STEWART CIR,102,,2019:0101
3495,050148700,1992/05/06 04:00:00+00,0,STEWART CIR,102,,0:0
3496,050148700,2018/12/11 05:00:00+00,0,STEWART CIR,102,,2018:4646
3497,050148700,1995/01/04 05:00:00+00,0,STEWART CIR,102,,645:382
3498,050148700,2006/02/09 05:00:00+00,310000,STEWART CIR,102,,1069:603
3499,050148800,1995/01/04 05:00:00+00,207000,STEWART CIR,100,,645:387
3500,050148800,2007/10/15 04:00:00+00,312000,STEWART CIR,100,,1163:315
3501,050150000,1994/01/21 05:00:00+00,0,CABELL AVE,0,,WB37:23
3502,050150000,1951/01/01 05:00:00+00,650,CABELL AVE,0,,160:436
3503,050152000,1992/07/28 04:00:00+00,115000,CABELL AVE,812,,584:668
3504,050152000,1997/12/29 05:00:00+00,0,CABELL AVE,812,,709:527
3505,050153000,1989/03/21 04:00:00+00,127500,CABELL AVE,808,,525:795
3506,050153000,1975/01/02 05:00:00+00,0,CABELL AVE,808,,362:32
3507,050153100,1989/03/21 04:00:00+00,0,CABELL AVE,810,,525:795
3508,050154000,1989/04/17 04:00:00+00,91500,CABELL AVE,806,,527:40
3509,050154000,2002/01/10 05:00:00+00,162900,CABELL AVE,806,,836:58
3510,050154000,2012/04/04 04:00:00+00,0,CABELL AVE,806,,2012:1366
3511,050154000,2002/01/08 05:00:00+00,0,CABELL AVE,806,,WB45:857
3512,050154000,2002/01/10 05:00:00+00,0,CABELL AVE,806,,836:56
3513,050154000,2011/04/29 04:00:00+00,0,CABELL AVE,806,,2011:1611
3514,050154000,2018/11/14 05:00:00+00,0,CABELL AVE,806,,2018:4314
3515,050154000,1978/06/07 04:00:00+00,41500,CABELL AVE,806,,0:0
3516,050155000,2012/12/28 05:00:00+00,0,CABELL AVE,630,,2012:5726
3517,050155000,1982/12/30 05:00:00+00,270000,CABELL AVE,630,,0:0
3518,050155000,1996/06/21 04:00:00+00,0,CABELL AVE,630,,673:841
3519,050155000,2004/12/30 05:00:00+00,600000,CABELL AVE,630,,1010:331
3520,050155000,2013/11/04 05:00:00+00,0,CABELL AVE,630,,2013:5419
3521,050156000,2019/08/19 04:00:00+00,320000,CABELL AVE,626,,2019:2867
3522,050156000,1973/03/30 04:00:00+00,35500,CABELL AVE,626,,344:439
3523,060001000,1983/02/14 05:00:00+00,500000,ARLINGTON BLVD,1900,,0:0
3524,060001000,1999/09/27 04:00:00+00,0,ARLINGTON BLVD,1900,,766:241
3525,060001000,1984/12/31 05:00:00+00,0,ARLINGTON BLVD,1900,,435:458
3526,060001000,2000/05/30 04:00:00+00,0,ARLINGTON BLVD,1900,,781:805
3527,060001100,2017/02/21 05:00:00+00,1480000,ARLINGTON BLVD,1928,,2017:626
3528,060001100,2000/05/05 04:00:00+00,600000,ARLINGTON BLVD,1928,,780:429
3529,060001100,2006/08/04 04:00:00+00,1200000,ARLINGTON BLVD,1928,,1101:684
3530,060001100,1989/12/28 05:00:00+00,0,ARLINGTON BLVD,1928,,538:1
3531,060001100,1988/12/21 05:00:00+00,775000,ARLINGTON BLVD,1928,,0:0
3532,060001101,1900/01/01 05:00:00+00,0,ARLINGTON BLVD,0,,0:0
3533,060001110,2012/05/10 04:00:00+00,4898200,ARLINGTON BLVD,2101,,2012:1972
3534,060001110,2015/03/11 04:00:00+00,0,ARLINGTON BLVD,2101,,2014:3337
3535,060001110,2017/02/06 05:00:00+00,88500000,ARLINGTON BLVD,2101,,2017:461
3536,060001110,2000/04/27 04:00:00+00,2990000,ARLINGTON BLVD,2101,,779:625
3537,060001110,1997/06/27 04:00:00+00,2877000,ARLINGTON BLVD,2101,,697:138
3538,060001110,1987/11/12 05:00:00+00,6000000,ARLINGTON BLVD,2101,,0:0
3539,060001110,2000/04/27 04:00:00+00,0,ARLINGTON BLVD,2101,,779:656
3540,060001200,2001/08/17 04:00:00+00,2600000,ARLINGTON BLVD,1932,,819:627
3541,060001200,1991/01/10 05:00:00+00,657070,ARLINGTON BLVD,1932,,553:230
3542,060001200,1991/01/10 05:00:00+00,328535,ARLINGTON BLVD,1932,,0:0
3543,060001300,2001/08/17 04:00:00+00,2600000,ARLINGTON BLVD,1936,,819:627
3544,060001300,1991/01/10 05:00:00+00,328535,ARLINGTON BLVD,1936,,0:0
3545,060001300,1991/01/10 05:00:00+00,657070,ARLINGTON BLVD,1936,,553:230
3546,060001400,2005/01/03 05:00:00+00,0,ARLINGTON BLVD,1980,,1010:648
3547,060001400,2005/01/03 05:00:00+00,0,ARLINGTON BLVD,1980,,1010:648
3548,060001400,1970/02/13 05:00:00+00,44600,ARLINGTON BLVD,1980,,0:0
3549,060001500,2003/01/16 05:00:00+00,0,ARLINGTON BLVD,1982,,887:67
3550,060001500,1992/11/25 05:00:00+00,0,ARLINGTON BLVD,1982,,592:422
3551,060001500,1983/03/31 04:00:00+00,91998,ARLINGTON BLVD,1982,,0:0
3552,060001500,2020/06/16 04:00:00+00,10000000,ARLINGTON BLVD,1982,,2020:2287
3553,060001600,1973/07/31 04:00:00+00,350000,ARLINGTON BLVD,2102-06,,0:0
3554,060001600,1984/04/18 04:00:00+00,0,ARLINGTON BLVD,2102-06,,449:212
3555,060001600,2009/10/16 04:00:00+00,4200000,ARLINGTON BLVD,2102-06,,2009:4655
3556,060001600,2007/03/30 04:00:00+00,3610000,ARLINGTON BLVD,2102-06,,1134:391
3557,060001600,2019/12/30 05:00:00+00,10000000,ARLINGTON BLVD,2102-06,,2019:4619
3558,060001700,1964/04/14 04:00:00+00,6000,ARLINGTON BLVD,2400-02,,252:111
3559,060001700,2005/01/03 05:00:00+00,0,ARLINGTON BLVD,2400-02,,1010:648
3560,060001801,2001/06/15 04:00:00+00,75000,ARLINGTON BLVD,2420,A1,812:809
3561,060001801,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2420,A1,0:0
3562,060001801,2003/01/27 05:00:00+00,80000,ARLINGTON BLVD,2420,A1,888:413
3563,060001801,1990/08/20 04:00:00+00,69900,ARLINGTON BLVD,2420,A1,547:376
3564,060001801,2013/05/16 04:00:00+00,0,ARLINGTON BLVD,2420,A1,2013:2279
3565,060001802,1989/08/16 04:00:00+00,68500,ARLINGTON BLVD,2420,A2,532:628
3566,060001802,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2420,A2,0:0
3567,060001802,2021/06/03 04:00:00+00,230535,ARLINGTON BLVD,2420,A2,2021:2735
3568,060001802,2021/06/03 04:00:00+00,0,ARLINGTON BLVD,2420,A2,2021:2734
3569,060001802,2012/12/14 05:00:00+00,172000,ARLINGTON BLVD,2420,A2,2012:5541
3570,060001802,2009/07/10 04:00:00+00,135000,ARLINGTON BLVD,2420,A2,2009:3021
3571,060001803,2019/03/08 05:00:00+00,0,ARLINGTON BLVD,2420,A3,2019:30
3572,060001803,1990/07/23 04:00:00+00,69900,ARLINGTON BLVD,2420,A3,546:148
3573,060001803,2020/12/18 05:00:00+00,135000,ARLINGTON BLVD,2420,A3,2020:5493
3574,060001803,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2420,A3,418:379
3575,060001804,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2420,A4,418:379
3576,060001804,1989/11/03 04:00:00+00,68500,ARLINGTON BLVD,2420,A4,535:813
3577,060001805,1993/08/30 04:00:00+00,38800,ARLINGTON BLVD,2420,A5,610:434
3578,060001805,1991/10/30 04:00:00+00,0,ARLINGTON BLVD,2420,A5,568:351
3579,060001806,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2420,A6,418:379
3580,060001806,1989/04/20 04:00:00+00,34750,ARLINGTON BLVD,2420,A6,527:160
3581,060001807,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2422,B-1,2014:2647
3582,060001807,2012/03/27 04:00:00+00,66180,ARLINGTON BLVD,2422,B-1,2012:1225
3583,060001807,1989/07/14 04:00:00+00,68500,ARLINGTON BLVD,2422,B-1,531:108
3584,060001807,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2422,B-1,418:379
3585,060001808,2003/08/18 04:00:00+00,82000,ARLINGTON BLVD,2422,B2,929:543
3586,060001808,2021/06/25 04:00:00+00,210000,ARLINGTON BLVD,2422,B2,2021:3203
3587,060001808,1999/05/03 04:00:00+00,66500,ARLINGTON BLVD,2422,B2,752:352
3588,060001808,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2422,B2,0:0
3589,060001808,1990/04/02 04:00:00+00,69900,ARLINGTON BLVD,2422,B2,541:62
3590,060001809,2004/05/05 04:00:00+00,82000,ARLINGTON BLVD,2422,B3,973:7
3591,060001809,1996/06/26 04:00:00+00,60000,ARLINGTON BLVD,2422,B3,674:466
3592,060001809,1990/05/14 04:00:00+00,69900,ARLINGTON BLVD,2422,B3,0:0
3593,060001810,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2422,B4,418:379
3594,060001810,1997/07/22 04:00:00+00,67500,ARLINGTON BLVD,2422,B4,699:66
3595,060001811,1989/06/20 04:00:00+00,34750,ARLINGTON BLVD,2422,B5,529:824
3596,060001811,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2422,B5,0:0
3597,060001811,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2422,B5,2014:2647
3598,060001811,2011/08/02 04:00:00+00,250000,ARLINGTON BLVD,2422,B5,2011:2758
3599,060001811,2006/05/31 04:00:00+00,110000,ARLINGTON BLVD,2422,B5,1085:587
3600,060001812,1999/03/12 05:00:00+00,0,ARLINGTON BLVD,2422,B6,748:16
3601,060001812,1991/10/30 04:00:00+00,0,ARLINGTON BLVD,2422,B6,0:0
3602,060001812,2007/06/19 04:00:00+00,112500,ARLINGTON BLVD,2422,B6,1146:848
3603,060001812,1998/07/17 04:00:00+00,46000,ARLINGTON BLVD,2422,B6,727:219
3604,060001812,1993/07/14 04:00:00+00,41000,ARLINGTON BLVD,2422,B6,607:197
3605,060001813,1997/07/22 04:00:00+00,67500,ARLINGTON BLVD,2424,H1,699:135
3606,060001813,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2424,H1,0:0
3607,060001813,2008/10/15 04:00:00+00,158000,ARLINGTON BLVD,2424,H1,2008:5066
3608,060001813,2006/04/18 04:00:00+00,175000,ARLINGTON BLVD,2424,H1,1078:544
3609,060001814,1994/12/12 05:00:00+00,0,ARLINGTON BLVD,2424,H2,644:272
3610,060001814,1990/07/03 04:00:00+00,73500,ARLINGTON BLVD,2424,H2,545:183
3611,060001815,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2424,H3,418:379
3612,060001815,1989/08/23 04:00:00+00,68500,ARLINGTON BLVD,2424,H3,533:15
3613,060001816,1991/08/01 04:00:00+00,72000,ARLINGTON BLVD,2424,H4,563:719
3614,060001816,2000/09/01 04:00:00+00,70500,ARLINGTON BLVD,2424,H4,789:730
3615,060001816,1989/08/18 04:00:00+00,68500,ARLINGTON BLVD,2424,H4,0:0
3616,060001817,2019/09/24 04:00:00+00,105000,ARLINGTON BLVD,2424,H5,2019:3361
3617,060001817,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2424,H5,418:379
3618,060001817,2019/02/27 05:00:00+00,0,ARLINGTON BLVD,2424,H5,2019:18
3619,060001817,1989/02/15 05:00:00+00,33012,ARLINGTON BLVD,2424,H5,524:596
3620,060001818,2000/07/31 04:00:00+00,45500,ARLINGTON BLVD,2424,H6,787:453
3621,060001818,2013/06/17 04:00:00+00,90500,ARLINGTON BLVD,2424,H6,2013:2877
3622,060001818,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2424,H6,2014:2648
3623,060001818,1989/08/15 04:00:00+00,34750,ARLINGTON BLVD,2424,H6,532:526
3624,060001818,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2424,H6,0:0
3625,060001818,2010/07/20 04:00:00+00,0,ARLINGTON BLVD,2424,H6,2010:2586
3626,060001819,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2426,G1,418:379
3627,060001819,1990/10/12 04:00:00+00,69900,ARLINGTON BLVD,2426,G1,549:537
3628,060001820,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2426,G2,0:0
3629,060001820,1990/06/08 04:00:00+00,69900,ARLINGTON BLVD,2426,G2,544:5
3630,060001820,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2426,G2,2014:2647
3631,060001820,2004/05/04 04:00:00+00,101000,ARLINGTON BLVD,2426,G2,972:558
3632,060001821,2001/07/03 04:00:00+00,68000,ARLINGTON BLVD,2426,G3,814:944
3633,060001821,1992/07/02 04:00:00+00,73500,ARLINGTON BLVD,2426,G3,0:0
3634,060001821,1996/08/16 04:00:00+00,63000,ARLINGTON BLVD,2426,G3,678:172
3635,060001821,1996/08/16 04:00:00+00,63000,ARLINGTON BLVD,2426,G3,678:172
3636,060001822,1997/07/22 04:00:00+00,67500,ARLINGTON BLVD,2426,G4,699:72
3637,060001822,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2426,G4,418:379
3638,060001823,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2426,G5,418:379
3639,060001823,1989/04/20 04:00:00+00,34750,ARLINGTON BLVD,2426,G5,527:196
3640,060001824,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2426,G6,418:379
3641,060001824,1989/04/20 04:00:00+00,34700,ARLINGTON BLVD,2426,G6,527:205
3642,060001825,1999/06/10 04:00:00+00,65000,ARLINGTON BLVD,2428,F1,756:200
3643,060001825,1999/06/10 04:00:00+00,65000,ARLINGTON BLVD,2428,F1,756:200
3644,060001825,1989/08/10 04:00:00+00,68500,ARLINGTON BLVD,2428,F1,532:401
3645,060001825,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2428,F1,0:0
3646,060001826,1999/12/13 05:00:00+00,0,ARLINGTON BLVD,2428,F2,771:368
3647,060001826,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2428,F2,0:0
3648,060001826,1990/04/17 04:00:00+00,70320,ARLINGTON BLVD,2428,F2,541:486
3649,060001826,2012/07/10 04:00:00+00,162500,ARLINGTON BLVD,2428,F2,2012:2947
3650,060001826,1998/12/03 05:00:00+00,65475,ARLINGTON BLVD,2428,F2,739:646
3651,060001827,1990/10/02 04:00:00+00,69900,ARLINGTON BLVD,2428,F3,549:175
3652,060001827,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2428,F3,0:0
3653,060001827,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2428,F3,2014:2647
3654,060001827,2005/09/02 04:00:00+00,132000,ARLINGTON BLVD,2428,F3,1046:248
3655,060001827,2011/08/02 04:00:00+00,250000,ARLINGTON BLVD,2428,F3,2011:2758
3656,060001828,2006/12/29 05:00:00+00,158000,ARLINGTON BLVD,2428,F4,1122:624
3657,060001828,1999/02/17 05:00:00+00,0,ARLINGTON BLVD,2428,F4,745:786
3658,060001828,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2428,F4,0:0
3659,060001828,1990/06/18 04:00:00+00,69900,ARLINGTON BLVD,2428,F4,544:376
3660,060001829,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2428,F5,418:379
3661,060001829,1989/04/20 04:00:00+00,34750,ARLINGTON BLVD,2428,F5,527:178
3662,060001830,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2428,F6,0:0
3663,060001830,1989/04/20 04:00:00+00,34750,ARLINGTON BLVD,2428,F6,527:187
3664,060001831,1989/01/23 05:00:00+00,65075,ARLINGTON BLVD,2430,E1,523:671
3665,060001831,2006/01/17 05:00:00+00,166700,ARLINGTON BLVD,2430,E1,1066:244
3666,060001831,1999/07/14 04:00:00+00,69000,ARLINGTON BLVD,2430,E1,759:620
3667,060001831,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2430,E1,0:0
3668,060001831,2016/04/15 04:00:00+00,165000,ARLINGTON BLVD,2430,E1,2016:1309
3669,060001832,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2430,E2,418:379
3670,060001832,1997/07/22 04:00:00+00,67500,ARLINGTON BLVD,2430,E2,699:93
3671,060001833,1989/10/19 04:00:00+00,68500,ARLINGTON BLVD,2430,E3,0:0
3672,060001833,2010/08/12 04:00:00+00,130000,ARLINGTON BLVD,2430,E3,2010:2917
3673,060001833,2001/04/09 04:00:00+00,0,ARLINGTON BLVD,2430,E3,805:359
3674,060001833,2003/06/30 04:00:00+00,78000,ARLINGTON BLVD,2430,E3,917:191
3675,060001833,1993/08/20 04:00:00+00,73500,ARLINGTON BLVD,2430,E3,609:782
3676,060001833,2015/12/01 05:00:00+00,155500,ARLINGTON BLVD,2430,E3,2015:4403
3677,060001834,2004/07/30 04:00:00+00,118500,ARLINGTON BLVD,2430,E4,988:224
3678,060001834,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2430,E4,2014:2647
3679,060001834,1990/08/30 04:00:00+00,71000,ARLINGTON BLVD,2430,E4,547:765
3680,060001834,1989/09/05 04:00:00+00,68500,ARLINGTON BLVD,2430,E4,0:0
3681,060001834,2010/06/07 04:00:00+00,300000,ARLINGTON BLVD,2430,E4,2010:1965
3682,060001835,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2430,E5,418:379
3683,060001835,1989/04/20 04:00:00+00,34750,ARLINGTON BLVD,2430,E5,527:169
3684,060001836,1991/08/09 04:00:00+00,0,ARLINGTON BLVD,2430,E6,564:324
3685,060001836,2000/02/04 05:00:00+00,49000,ARLINGTON BLVD,2430,E6,774:525
3686,060001836,2018/04/16 04:00:00+00,105000,ARLINGTON BLVD,2430,E6,2018:1281
3687,060001836,2021/03/08 05:00:00+00,0,ARLINGTON BLVD,2430,E6,2021:1060
3688,060001836,1989/07/03 04:00:00+00,34750,ARLINGTON BLVD,2430,E6,0:0
3689,060001836,2006/04/21 04:00:00+00,110500,ARLINGTON BLVD,2430,E6,1078:882
3690,060001837,2010/03/26 04:00:00+00,115000,ARLINGTON BLVD,2432,C1,2010:1031
3691,060001837,1989/01/23 05:00:00+00,0,ARLINGTON BLVD,2432,C1,0:0
3692,060001837,2011/02/03 05:00:00+00,155000,ARLINGTON BLVD,2432,C1,2011:489
3693,060001837,1991/11/01 04:00:00+00,73500,ARLINGTON BLVD,2432,C1,568:458
3694,060001838,1997/07/22 04:00:00+00,67500,ARLINGTON BLVD,2432,C2,699:114
3695,060001838,1981/03/03 05:00:00+00,0,ARLINGTON BLVD,2432,C2,418:379
3696,060001839,1990/08/16 04:00:00+00,69900,ARLINGTON BLVD,2432,C3,0:0
3697,060001839,1999/07/01 04:00:00+00,70000,ARLINGTON BLVD,2432,C3,758:717
3698,060001839,2014/07/30 04:00:00+00,0,ARLINGTON BLVD,2432,C3,2014:2648
3699,060001839,2003/03/04 05:00:00+00,85000,ARLINGTON BLVD,2432,C3,894:283
3700,060001839,1997/03/03 05:00:00+00,58000,ARLINGTON BLVD,2432,C3,688:798
3701,060001840,2021/05/12 04:00:00+00,225000,ARLINGTON BLVD,2432,C4,2021:2329
3702,060001840,1997/08/13 04:00:00+00,67500,ARLINGTON BLVD,2432,C4,700:630
3703,060001840,2002/04/15 04:00:00+00,72500,ARLINGTON BLVD,2432,C4,848:467
3704,060001840,1991/05/06 04:00:00+00,73500,ARLINGTON BLVD,2432,C4,558:415
3705,060001841,1990/10/03 04:00:00+00,36700,ARLINGTON BLVD,2432,C5,549:262
3706,060001841,1989/08/31 04:00:00+00,34750,ARLINGTON BLVD,2432,C5,533:537
3707,060001842,2005/08/04 04:00:00+00,100000,ARLINGTON BLVD,2432,C6,1041:962
3708,060001842,2013/02/06 05:00:00+00,0,ARLINGTON BLVD,2432,C6,2013:655
