RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit,BookPage
1,010001000,2000/10/23 04:00:00+00,0,EMMET ST N,1117,,793:231
2,010001000,2016/02/10 05:00:00+00,0,EMMET ST N,1117,,2016:418
3,010001000,2016/02/10 05:00:00+00,0,EMMET ST N,1117,,2016:418
4,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4750
5,010001100,2008/09/23 04:00:00+00,484687,MILLMONT ST,1035-67,,2008:4756
6,010001100,1995/01/13 05:00:00+00,18381,MILLMONT ST,1035-67,,645:681
7,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4755
8,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4754
9,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4751
10,010001100,1995/01/13 05:00:00+00,700000,MILLMONT ST,1035-67,,0:0
11,010001100,2008/09/23 04:00:00+00,113437,MILLMONT ST,1035-67,,2008:4759
12,010001100,2008/09/23 04:00:00+00,113437,MILLMONT ST,1035-67,,2008:4758
13,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4753
14,010001100,2008/09/23 04:00:00+00,0,MILLMONT ST,1035-67,,2008:4752
15,010001100,2008/09/23 04:00:00+00,113437,MILLMONT ST,1035-67,,2008:4757
16,010001200,1988/12/30 05:00:00+00,0,MILLMONT ST,1159,,0:0
17,010001200,1989/03/15 04:00:00+00,0,MILLMONT ST,1159,,525:627
18,010001300,1989/03/15 04:00:00+00,0,MILLMONT ST,1135-37,,525:627
19,010001300,1988/12/30 05:00:00+00,0,MILLMONT ST,1135-37,,0:0
20,010001400,1997/04/29 04:00:00+00,8389526,MILLMONT ST,1111,,692:693
21,010001400,1996/03/18 04:00:00+00,827000,MILLMONT ST,1111,,0:0
22,010001500,1988/12/30 05:00:00+00,0,MILLMONT ST,1149,,0:0
23,010001500,1989/03/15 04:00:00+00,0,MILLMONT ST,1149,,525:627
24,010001600,1900/01/01 05:00:00+00,0,MASSIE RD,600,,0:0
25,010001700,1983/12/30 05:00:00+00,0,MILLMONT ST,1101,,0:0
26,010001700,1988/08/31 04:00:00+00,1300000,MILLMONT ST,1101,,517:527
27,010001900,2000/04/27 04:00:00+00,2990000,MILLMONT ST,1023,,779:625
28,010001900,2000/04/27 04:00:00+00,0,MILLMONT ST,1023,,779:632
29,010001900,1986/12/01 05:00:00+00,1750000,MILLMONT ST,1023,,0:0
30,010001900,1997/06/27 04:00:00+00,260000,MILLMONT ST,1023,,697:134
31,010001900,2012/05/10 04:00:00+00,2220308,MILLMONT ST,1023,,2012:1970
32,010004000,1996/12/27 05:00:00+00,0,EMMET ST N,1138,,685:683
33,010004000,2018/05/21 04:00:00+00,0,EMMET ST N,1138,,2018:1798
34,010004000,2018/01/05 05:00:00+00,0,EMMET ST N,1138,,2018:0073
35,010004000,2018/05/21 04:00:00+00,0,EMMET ST N,1138,,2018:1799
36,010004000,1996/09/17 04:00:00+00,0,EMMET ST N,1138,,0:0
37,010004000,2018/05/21 04:00:00+00,0,EMMET ST N,1138,,2018:1797
38,010004100,2010/09/27 04:00:00+00,0,EMMET ST N,1170,,2010:3587
39,010004100,2018/01/05 05:00:00+00,0,EMMET ST N,1170,,2018:0073
40,010004100,2018/05/21 04:00:00+00,0,EMMET ST N,1170,,2018:1799
41,010004100,1985/09/16 04:00:00+00,200000,EMMET ST N,1170,,469:9
42,010004100,2016/09/23 04:00:00+00,0,EMMET ST N,1170,,2016:3705
43,010004100,2017/04/19 04:00:00+00,0,EMMET ST N,1170,,2017:1431
44,010004100,1998/01/05 05:00:00+00,400000,EMMET ST N,1170,,710:19
45,010004100,2018/05/21 04:00:00+00,0,EMMET ST N,1170,,2018:1797
46,010004100,1981/03/13 04:00:00+00,130000,EMMET ST N,1170,,0:0
47,010004100,2018/05/21 04:00:00+00,0,EMMET ST N,1170,,2018:1798
48,010004100,2019/09/06 04:00:00+00,0,EMMET ST N,1170,,2019:3150
49,010004300,1987/06/22 04:00:00+00,220000,EMMET ST N,1134,,497:612
50,010004300,1987/06/22 04:00:00+00,220000,EMMET ST N,1134,,497:612
51,010004300,2001/04/19 04:00:00+00,375000,EMMET ST N,1134,,806:475
52,010004300,1971/06/16 04:00:00+00,32000,EMMET ST N,1134,,0:0
53,010004400,2002/04/15 04:00:00+00,350000,EMMET ST N,1136-A,1,848:464
54,010004400,1969/01/09 05:00:00+00,85600,EMMET ST N,1136-A,1,0:0
55,010004400,1988/06/29 04:00:00+00,0,EMMET ST N,1136-A,1,514:265
56,010004500,1988/06/29 04:00:00+00,0,EMMET ST N,1136-B,2,0:0
57,010004500,2009/12/16 05:00:00+00,0,EMMET ST N,1136-B,2,2009:5460
58,010004500,1988/07/07 04:00:00+00,200000,EMMET ST N,1136-B,2,514:656
59,010005000,1993/02/18 05:00:00+00,0,BARRACKS RD,0,,651:842
60,010005000,1993/02/18 05:00:00+00,0,BARRACKS RD,0,,651:842
61,010006000,2003/01/31 05:00:00+00,545000,BARRACKS RD,2028,,889:518
62,010006000,2003/02/20 05:00:00+00,0,BARRACKS RD,2028,,892:324
63,010006000,1995/05/25 04:00:00+00,0,BARRACKS RD,2028,,651:842
64,010007000,1982/07/27 04:00:00+00,160000,BARRACKS RD,1930,,430:456
65,010008000,1984/08/31 04:00:00+00,175000,BARRACKS RD,0,,455:14
66,010008000,2015/01/28 05:00:00+00,0,BARRACKS RD,0,,W2015:44
67,010009000,1984/08/31 04:00:00+00,175000,BARRACKS RD,1920,,455:14
68,010009000,2015/01/28 05:00:00+00,0,BARRACKS RD,1920,,W2015:44
69,010010000,1995/02/28 05:00:00+00,0,WESTVIEW RD,1851,,647:785
70,010010000,2018/10/31 04:00:00+00,575000,WESTVIEW RD,1851,,2018:4174
71,010011000,2018/01/10 05:00:00+00,970000,WESTVIEW RD,1855,,2018:0121
72,010011000,1984/05/16 04:00:00+00,205000,WESTVIEW RD,1855,,450:37
73,010012000,2015/05/04 04:00:00+00,512000,WESTVIEW RD,1857,,2015:1391
74,010012000,2003/07/09 04:00:00+00,0,WESTVIEW RD,1857,,WB47:105
75,010012000,1973/12/17 05:00:00+00,50000,WESTVIEW RD,1857,,353:178
76,010012000,2020/06/26 04:00:00+00,785000,WESTVIEW RD,1857,,2020:2489
77,010012000,2015/05/04 04:00:00+00,0,WESTVIEW RD,1857,,2015:241
78,010014000,2007/06/26 04:00:00+00,975000,WESTVIEW RD,1885,,1147:846
79,010014000,2020/07/27 04:00:00+00,1425000,WESTVIEW RD,1885,,2020:2907
80,010014000,2017/03/16 04:00:00+00,0,WESTVIEW RD,1885,,2017:1011
81,010014000,2007/02/05 05:00:00+00,0,WESTVIEW RD,1885,,WB49:629
82,010014000,1984/07/12 04:00:00+00,0,WESTVIEW RD,1885,,102:187
83,010015000,2002/07/03 04:00:00+00,480000,WESTVIEW RD,1889,,859:644
84,010015000,1996/08/16 04:00:00+00,325000,WESTVIEW RD,1889,,678:230
85,010016000,1979/08/22 04:00:00+00,91000,WESTVIEW RD,1891,,405:337
86,010017000,2014/11/14 05:00:00+00,0,WESTVIEW RD,1893,,W2014:464
87,010017000,2014/11/14 05:00:00+00,0,WESTVIEW RD,1893,,W2014:464
88,010017000,2017/06/08 04:00:00+00,636000,WESTVIEW RD,1893,,2017:2200
89,010017000,2018/10/19 04:00:00+00,1030000,WESTVIEW RD,1893,,2018:4031
90,010017000,2015/02/26 05:00:00+00,0,WESTVIEW RD,1893,,2015:552
91,010017000,2014/11/14 05:00:00+00,0,WESTVIEW RD,1893,,W2014:464
92,010017000,2016/01/29 05:00:00+00,0,WESTVIEW RD,1893,,2016:277
93,010017000,1958/10/10 04:00:00+00,31500,WESTVIEW RD,1893,,208:382
94,010017000,2017/02/07 05:00:00+00,0,WESTVIEW RD,1893,,2017:485
95,010017000,2015/11/25 05:00:00+00,0,WESTVIEW RD,1893,,W2015:638
96,010017100,2004/02/20 05:00:00+00,0,WESTVIEW RD,1895,,959:643
97,010017100,1993/06/11 04:00:00+00,180000,WESTVIEW RD,1895,,604:707
98,010017100,2005/11/10 05:00:00+00,654750,WESTVIEW RD,1895,,1055:287
99,010017100,2000/09/14 04:00:00+00,459500,WESTVIEW RD,1895,,790:473
100,010018000,2021/05/13 04:00:00+00,0,EMMET ST N,1001,,2021:2348
101,010018000,1978/03/15 04:00:00+00,2500000,EMMET ST N,1001,,391:309
102,010019000,2002/05/23 04:00:00+00,0,WESTVIEW RD,1890,,853:726
103,010019000,2002/05/23 04:00:00+00,85000,WESTVIEW RD,1890,,853:728
104,010019000,2006/07/07 04:00:00+00,479500,WESTVIEW RD,1890,,1095:373
105,010019000,2000/08/22 04:00:00+00,0,WESTVIEW RD,1890,,WB 44:435
106,010019000,2001/11/01 04:00:00+00,70000,WESTVIEW RD,1890,,826:805
107,010019000,2008/08/07 04:00:00+00,549000,WESTVIEW RD,1890,,2008:3976
108,010019000,1973/03/19 04:00:00+00,10000,WESTVIEW RD,1890,,344:253
109,010019000,2003/03/03 05:00:00+00,360000,WESTVIEW RD,1890,,893:918
110,010020000,2020/08/03 04:00:00+00,1261000,WESTVIEW RD,1888,,2020:3050
111,010020000,2010/08/04 04:00:00+00,962500,WESTVIEW RD,1888,,2010:2823
112,010020000,2001/01/24 05:00:00+00,275000,WESTVIEW RD,1888,,799:1
113,010020000,2014/10/14 04:00:00+00,0,WESTVIEW RD,1888,,W2014:432
114,010020000,1981/04/03 04:00:00+00,0,WESTVIEW RD,1888,,419:19
115,010021000,1994/04/15 04:00:00+00,175900,WESTVIEW RD,1884,,628:136
116,010022000,1989/06/01 04:00:00+00,279000,WESTVIEW RD,1882,,0:0
117,010022000,2000/01/07 05:00:00+00,0,WESTVIEW RD,1882,,772:935
118,010022000,1991/06/24 04:00:00+00,265000,WESTVIEW RD,1882,,561:449
119,010022000,2020/11/16 05:00:00+00,1400000,WESTVIEW RD,1882,,2020:4966
120,010022000,2019/09/04 04:00:00+00,1300000,WESTVIEW RD,1882,,2019:3113
121,010023000,1999/05/07 04:00:00+00,275000,WESTVIEW RD,1880,,752:834
122,010023000,1996/12/04 05:00:00+00,0,WESTVIEW RD,1880,,WB 40:280
123,010023000,1995/05/25 04:00:00+00,0,WESTVIEW RD,1880,,651:849
124,010023000,1998/12/21 05:00:00+00,0,WESTVIEW RD,1880,,WB 42:644
125,010023000,2004/03/29 04:00:00+00,525000,WESTVIEW RD,1880,,965:665
126,010024000,1998/04/14 04:00:00+00,260000,WESTVIEW RD,1878,,717:596
127,010024000,2005/10/08 04:00:00+00,580000,WESTVIEW RD,1878,,1049:857
128,010024000,2012/05/15 04:00:00+00,0,WESTVIEW RD,1878,,2012:2038
129,010024000,1992/09/09 04:00:00+00,196500,WESTVIEW RD,1878,,587:542
130,010024000,2020/04/23 04:00:00+00,0,WESTVIEW RD,1878,,2020:1466
131,010024A00,2007/08/29 04:00:00+00,895000,WESTVIEW RD,1876,,1157:601
132,010024A00,2014/06/30 04:00:00+00,940000,WESTVIEW RD,1876,,2014:2171
133,010024A00,2002/06/12 04:00:00+00,125000,WESTVIEW RD,1876,,857:742
134,010026000,1998/09/02 04:00:00+00,0,WESTVIEW RD,1852,,731:818
135,010026000,2007/06/19 04:00:00+00,889000,WESTVIEW RD,1852,,1146:832
136,010026000,1994/07/18 04:00:00+00,195000,WESTVIEW RD,1852,,635:440
137,010027000,1995/12/08 05:00:00+00,175000,FIELD RD,1863,,663:644
138,010027000,2008/08/04 04:00:00+00,483000,FIELD RD,1863,,2008:3919
139,010027000,1998/09/02 04:00:00+00,0,FIELD RD,1863,,732:4
140,010027000,2017/12/08 05:00:00+00,695000,FIELD RD,1863,,2017:4619
141,010027000,2008/08/04 04:00:00+00,0,FIELD RD,1863,,2008:3918
142,010028000,1989/04/04 04:00:00+00,212100,FIELD RD,1865,,526:406
143,010028000,2012/10/10 04:00:00+00,469000,FIELD RD,1865,,2012:4559
144,010028000,2001/11/05 05:00:00+00,0,FIELD RD,1865,,827:178
145,010028000,2001/11/05 05:00:00+00,0,FIELD RD,1865,,827:197
146,010029000,2021/08/12 04:00:00+00,800000,FIELD RD,1867,,2021:4140
147,010029000,2012/04/10 04:00:00+00,0,FIELD RD,1867,,W2012:101
148,010029000,2012/04/10 04:00:00+00,0,FIELD RD,1867,,W2012:101
149,010029000,1997/08/05 04:00:00+00,285000,FIELD RD,1867,,700:201
150,010029000,1998/02/02 05:00:00+00,0,FIELD RD,1867,,711:643
151,010029000,2021/02/05 05:00:00+00,0,FIELD RD,1867,,2021:13
152,010030000,1985/12/31 05:00:00+00,122000,FIELD RD,1869,,472:852
153,010030000,1999/02/03 05:00:00+00,0,FIELD RD,1869,,WB 42:750
154,010030000,2002/03/01 05:00:00+00,275000,FIELD RD,1869,,842:347
155,010030000,2003/12/05 05:00:00+00,0,FIELD RD,1869,,949:939
156,010030000,1998/03/26 04:00:00+00,0,FIELD RD,1869,,716:184
157,010030100,2013/06/07 04:00:00+00,473000,FIELD RD,1871,,2013:2670
158,010030100,1979/09/19 04:00:00+00,94500,FIELD RD,1871,,406:141
159,010031000,2008/12/15 05:00:00+00,545000,FIELD RD,1873,,2008:5799
160,010031000,1999/07/15 04:00:00+00,291000,FIELD RD,1873,,759:773
161,010031000,1992/04/02 04:00:00+00,165000,FIELD RD,1873,,577:61
162,010031000,2003/06/06 04:00:00+00,425000,FIELD RD,1873,,912:51
163,010032000,1976/10/13 04:00:00+00,61000,FIELD RD,1877,,379:316
164,010032000,1999/01/28 05:00:00+00,0,FIELD RD,1877,,WB 42:729
165,010032000,1999/03/05 05:00:00+00,0,FIELD RD,1877,,747:326
166,010033000,2016/10/18 04:00:00+00,421000,FIELD RD,1884,,2016:4033
167,010033000,1991/01/30 05:00:00+00,140000,FIELD RD,1884,,553:784
168,010034000,2019/02/15 05:00:00+00,470000,FIELD RD,1882,,2019:0446
169,010034000,2020/07/14 04:00:00+00,1000000,FIELD RD,1882,,2020:2726
170,010034000,2018/11/15 05:00:00+00,430000,FIELD RD,1882,,2018:4353
171,010034000,1971/08/18 04:00:00+00,34500,FIELD RD,1882,,329:110
172,010035000,1995/07/05 04:00:00+00,156500,FIELD RD,1874,,654:490
173,010036000,2010/11/01 04:00:00+00,389000,FIELD RD,1872,,2010:4099
174,010036000,2014/03/21 04:00:00+00,695940,FIELD RD,1872,,2014:903
175,010036000,2020/07/28 04:00:00+00,899000,FIELD RD,1872,,2020:2928
176,010036000,1994/01/31 05:00:00+00,164500,FIELD RD,1872,,622:499
177,010037000,2001/07/02 04:00:00+00,345000,FIELD RD,1870,,814:620
178,010037000,1995/12/21 05:00:00+00,268000,FIELD RD,1870,,664:392
179,010037000,2016/05/05 04:00:00+00,740000,FIELD RD,1870,,2016:1563
180,010038000,2015/05/29 04:00:00+00,0,FIELD RD,1868,,W2015:295
181,010038000,2018/04/09 04:00:00+00,685000,FIELD RD,1868,,2018:1206
182,010038000,2019/03/29 04:00:00+00,1375000,FIELD RD,1868,,2019:0995
183,010038000,2007/11/12 05:00:00+00,0,FIELD RD,1868,,WB50:267
184,010038000,2012/02/01 05:00:00+00,0,FIELD RD,1868,,2012:419
185,010038000,1952/12/24 05:00:00+00,19125,FIELD RD,1868,,168:431
186,010039000,2007/05/25 04:00:00+00,520000,FIELD RD,1866,,1142:758
187,010039000,2007/07/13 04:00:00+00,520000,FIELD RD,1866,,1150:696
188,010039000,1989/12/27 05:00:00+00,68850,FIELD RD,1866,,538:89
189,010040000,2003/09/08 04:00:00+00,0,FIELD RD,1864,,933:770
190,010040000,2003/09/08 04:00:00+00,0,FIELD RD,1864,,933:774
191,010040000,2003/07/25 04:00:00+00,0,FIELD RD,1864,,WB47:161
192,010040000,2003/09/08 04:00:00+00,0,FIELD RD,1864,,933:766
193,010040000,1952/01/01 05:00:00+00,2500,FIELD RD,1864,,163:307
194,010040000,2004/07/28 04:00:00+00,420000,FIELD RD,1864,,987:559
195,010041000,1979/09/06 04:00:00+00,117500,FENDALL TER,906,,405:758
196,010041000,2004/03/03 05:00:00+00,530000,FENDALL TER,906,,961:881
197,010041000,2019/06/06 04:00:00+00,1350000,FENDALL TER,906,,2019:1881
198,010041000,2004/09/02 04:00:00+00,0,FENDALL TER,906,,994:632
199,010042000,2015/07/06 04:00:00+00,0,WINSTON RD,1859,,2015:2425
200,010042000,2015/04/24 04:00:00+00,0,WINSTON RD,1859,,2015:1275
201,010042000,1997/11/17 05:00:00+00,131000,WINSTON RD,1859,,707:36
202,010043000,1993/07/28 04:00:00+00,172500,WINSTON RD,1861,,608:10
203,010043000,2015/04/24 04:00:00+00,0,WINSTON RD,1861,,2015:1275
204,010043000,2018/07/17 04:00:00+00,660000,WINSTON RD,1861,,2018:2763
205,010043000,2020/01/07 05:00:00+00,680000,WINSTON RD,1861,,2020:0078
206,010043000,2006/12/15 05:00:00+00,0,WINSTON RD,1861,,WB49:556
207,010043000,2014/11/12 05:00:00+00,0,WINSTON RD,1861,,2014:3889
208,010043000,2011/05/25 04:00:00+00,315000,WINSTON RD,1861,,2011:1842
209,010043000,2015/05/06 04:00:00+00,590000,WINSTON RD,1861,,2015:1411
210,010044000,1960/09/16 04:00:00+00,42500,WINSTON RD,1863,,222:28
211,010044000,2003/11/18 05:00:00+00,575000,WINSTON RD,1863,,946:899
212,010045000,2008/07/30 04:00:00+00,745000,WINSTON RD,1867,,2008:3794
213,010045000,1997/06/28 04:00:00+00,0,WINSTON RD,1867,,401:823
214,010045000,2006/11/29 05:00:00+00,725000,WINSTON RD,1867,,1117:919
215,010046000,1998/11/24 05:00:00+00,180000,FENDALL TER,901,,738:812
216,010046000,2014/02/07 05:00:00+00,699000,FENDALL TER,901,,2014:438
217,010046000,1990/07/17 04:00:00+00,0,FENDALL TER,901,,545:702
218,010047000,1985/07/12 04:00:00+00,0,FENDALL TER,905,,208:250
219,010047000,2016/08/25 04:00:00+00,579000,FENDALL TER,905,,2016:3282
220,010048000,1993/01/07 05:00:00+00,1150000,EMMET ST N,918,,595:188
221,010048000,2021/05/13 04:00:00+00,0,EMMET ST N,918,,2021:2348
222,010048000,1973/04/18 04:00:00+00,785000,EMMET ST N,918,,0:0
223,010048100,2007/08/30 04:00:00+00,0,EMMET ST N,902,,1157:789
224,010048100,1972/09/13 04:00:00+00,49600,EMMET ST N,902,,339:555
225,010048100,2004/03/23 04:00:00+00,0,EMMET ST N,902,,964:701
226,010048100,2000/03/16 04:00:00+00,325000,EMMET ST N,902,,777:2
227,010048200,1993/01/07 05:00:00+00,1150000,EMMET ST N,914,,595:188
228,010048200,1973/04/18 04:00:00+00,785000,EMMET ST N,914,,0:0
229,010049000,2007/08/30 04:00:00+00,0,EMMET ST N,900,,1157:789
230,010049000,1973/10/01 04:00:00+00,56400,EMMET ST N,900,,351:178
231,010049000,2004/03/23 04:00:00+00,0,EMMET ST N,900,,964:701
232,010049000,2000/03/16 04:00:00+00,325000,EMMET ST N,900,,777:2
233,010049100,2007/08/30 04:00:00+00,0,EMMET ST N,0,,1157:789
234,010049100,1973/10/01 04:00:00+00,56400,EMMET ST N,0,,351:178
235,010049100,2004/03/23 04:00:00+00,0,EMMET ST N,0,,964:701
236,010049100,2000/03/16 04:00:00+00,325000,EMMET ST N,0,,777:2
237,020001000,1984/08/31 04:00:00+00,175000,BARRACKS RD,0,,455:14
238,020001000,2015/01/28 05:00:00+00,0,BARRACKS RD,0,,W2015:44
239,020002000,2015/01/28 05:00:00+00,0,BARRACKS RD,0,,W2015:44
240,020002000,1984/08/31 04:00:00+00,175000,BARRACKS RD,0,,455:14
241,020003000,2007/08/10 04:00:00+00,948000,BARRACKS RD,1910,,1155:84
242,020003000,2003/06/03 04:00:00+00,500000,BARRACKS RD,1910,,911:117
243,020003000,1989/02/02 05:00:00+00,0,BARRACKS RD,1910,,524:288
244,020004000,2005/05/06 04:00:00+00,377500,BUCKINGHAM RD,120,,1027:859
245,020004000,1973/07/16 04:00:00+00,50000,BUCKINGHAM RD,120,,349:79
246,020004000,1999/07/19 04:00:00+00,0,BUCKINGHAM RD,120,,760:307
247,020004000,2004/02/11 05:00:00+00,275000,BUCKINGHAM RD,120,,958:345
248,020004000,2019/10/08 04:00:00+00,0,BUCKINGHAM RD,120,,2019:3600
249,020005000,1993/11/18 05:00:00+00,0,BUCKINGHAM RD,128,,617:172
250,020006000,2017/11/30 05:00:00+00,0,BUCKINGHAM RD,108,,2017:4510
251,020006000,2019/06/17 04:00:00+00,0,BUCKINGHAM RD,108,,2019:2003
252,020006000,2019/05/21 04:00:00+00,0,BUCKINGHAM RD,108,,2019:1620
253,020006000,1983/07/08 04:00:00+00,115600,BUCKINGHAM RD,108,,440:142
254,020006000,2009/04/23 04:00:00+00,600000,BUCKINGHAM RD,108,,2009:1517
255,020006000,2003/11/18 05:00:00+00,310000,BUCKINGHAM RD,108,,946:889
256,020006100,2019/06/17 04:00:00+00,0,BUCKINGHAM RD,110,,2019:2006
257,020006100,1995/09/08 04:00:00+00,0,BUCKINGHAM RD,110,,658:682
258,020006100,2007/04/17 04:00:00+00,362500,BUCKINGHAM RD,110,,1136:870
259,020006100,2016/10/05 04:00:00+00,355000,BUCKINGHAM RD,110,,2016:3901
260,020006100,2004/05/03 04:00:00+00,300000,BUCKINGHAM RD,110,,971:902
261,020006200,2016/12/05 05:00:00+00,391000,BUCKINGHAM RD,114,,2016:4647
262,020006200,1988/06/16 04:00:00+00,140000,BUCKINGHAM RD,114,,513:312
263,020006300,1998/07/16 04:00:00+00,183000,BUCKINGHAM RD,118,,726:149
264,020006300,1984/06/29 04:00:00+00,120000,BUCKINGHAM RD,118,,452:1
265,020006300,2015/06/30 04:00:00+00,412500,BUCKINGHAM RD,118,,2015:2325
266,020006300,2012/11/29 05:00:00+00,386375,BUCKINGHAM RD,118,,2012:5281
267,020007000,2013/01/24 05:00:00+00,335000,BUCKINGHAM RD,104,,2013:395
268,020007000,2007/03/22 04:00:00+00,0,BUCKINGHAM RD,104,,1132:513
269,020007000,1996/02/27 05:00:00+00,0,BUCKINGHAM RD,104,,318:144
270,020008000,1986/12/16 05:00:00+00,80000,BARRACKS RD,1820,,487:864
271,020008000,2001/09/11 04:00:00+00,180000,BARRACKS RD,1820,,821:733
272,020009000,2004/08/11 04:00:00+00,236000,BARRACKS RD,1812,,990:558
273,020009000,1958/01/30 05:00:00+00,20500,BARRACKS RD,1812,,203:458
274,020010000,2005/03/02 05:00:00+00,430000,HOWARD DR,116,,1018:103
275,020010000,1992/01/01 05:00:00+00,0,HOWARD DR,116,,506:269
276,020010000,2019/08/19 04:00:00+00,373450,HOWARD DR,116,,2019:2873
277,020010000,2016/12/20 05:00:00+00,155000,HOWARD DR,116,,2016:4902
278,020011000,2005/01/25 05:00:00+00,450000,HOWARD DR,114,,1013:679
279,020011000,2000/01/27 05:00:00+00,170570,HOWARD DR,114,,773:881
280,020011000,2001/08/20 04:00:00+00,325000,HOWARD DR,114,,819:676
281,020011000,1995/09/19 04:00:00+00,180000,HOWARD DR,114,,659:248
282,020011000,2014/04/16 04:00:00+00,500000,HOWARD DR,114,,2014:1164
283,020011000,2017/06/12 04:00:00+00,0,HOWARD DR,114,,2017:2246
284,020012000,2006/06/12 04:00:00+00,350000,HOWARD DR,112,,1089:590
285,020012000,2011/11/28 05:00:00+00,0,HOWARD DR,112,,2011:4165
286,020012000,1994/04/22 04:00:00+00,120000,HOWARD DR,112,,628:579
287,020012000,2016/07/28 04:00:00+00,379000,HOWARD DR,112,,2016:2834
288,020012000,2005/12/14 05:00:00+00,350000,HOWARD DR,112,,1061:841
289,020013000,2021/10/27 04:00:00+00,0,HOWARD DR,110,,2021:5346
290,020013000,2014/05/23 04:00:00+00,265000,HOWARD DR,110,,2014:1676
291,020013000,1997/10/09 04:00:00+00,152500,HOWARD DR,110,,704:721
292,020014000,1977/08/22 04:00:00+00,54500,BARRACKS RD,1808,,387:249
293,020015000,2005/04/08 04:00:00+00,0,BARRACKS RD,1806,,1023:673
294,020015000,2014/12/23 05:00:00+00,0,BARRACKS RD,1806,,2014:4456
295,020015000,1967/06/27 04:00:00+00,0,BARRACKS RD,1806,,WB12:70
296,020015000,2005/04/08 04:00:00+00,0,BARRACKS RD,1806,,1023:673
297,020015000,2019/01/25 05:00:00+00,252500,BARRACKS RD,1806,,2019:0226
298,020015000,2019/10/17 04:00:00+00,550000,BARRACKS RD,1806,,2019:3688
299,020016000,2016/08/19 04:00:00+00,0,BARRACKS RD,1800,,2016:3192
300,020016000,1999/10/15 04:00:00+00,193000,BARRACKS RD,1800,,767:558
301,020016000,1995/07/17 04:00:00+00,162000,BARRACKS RD,1800,,655:154
302,020016000,2008/10/29 04:00:00+00,0,BARRACKS RD,1800,,W2008:6070
303,020016100,1996/09/26 04:00:00+00,0,RUGBY RD,1107,,405:161
304,020016100,2010/06/03 04:00:00+00,350000,RUGBY RD,1107,,2010:1934
305,020016100,2016/06/30 04:00:00+00,478000,RUGBY RD,1107,,2016:2404
306,020016200,1984/05/21 04:00:00+00,0,RUGBY RD,1109,,450:135
307,020016200,2015/01/28 05:00:00+00,415000,RUGBY RD,1109,,2015:253
308,020016200,2013/10/16 04:00:00+00,83000,RUGBY RD,1109,,2013:5115
309,020017000,2001/08/31 04:00:00+00,339000,RUGBY RD,1105,,821:1
310,020017000,2000/02/29 05:00:00+00,208000,RUGBY RD,1105,,776:191
311,020017000,1965/06/10 04:00:00+00,0,RUGBY RD,1105,,163:333
312,020019000,2020/05/13 04:00:00+00,1975000,RUGBY RD,1101,,2020:1763
313,020019000,2003/06/13 04:00:00+00,810000,RUGBY RD,1101,,913:495
314,020019000,1985/05/23 04:00:00+00,270000,RUGBY RD,1101,,463:267
315,020019100,1985/07/18 04:00:00+00,28000,ROSSER LN,947,,465:781
316,020019100,2011/12/01 05:00:00+00,640000,ROSSER LN,947,,2011:4241
317,020019100,2018/08/10 04:00:00+00,767500,ROSSER LN,947,,2018:3111
318,020020000,2003/07/16 04:00:00+00,377000,ROSSER LN,945,,920:779
319,020020000,1991/05/31 04:00:00+00,150000,ROSSER LN,945,,560:231
320,020020000,1998/08/24 04:00:00+00,200000,ROSSER LN,945,,731:84
321,020021000,2021/03/11 05:00:00+00,775000,ROSSER LN,941,,2021:1142
322,020021000,1971/07/09 04:00:00+00,60030,ROSSER LN,941,,327:590
323,020022000,1980/09/04 04:00:00+00,174000,ROSSER LN,939,,413:760
324,020023000,1990/05/24 04:00:00+00,0,WESTVIEW RD,1801,,298:228
325,020023000,2001/03/06 05:00:00+00,768000,WESTVIEW RD,1801,,802:305
326,020023100,1999/05/11 04:00:00+00,0,WESTVIEW RD,1829,,WB 43:204
327,020023100,2002/03/01 05:00:00+00,740000,WESTVIEW RD,1829,,842:456
328,020023100,1972/08/04 04:00:00+00,79500,WESTVIEW RD,1829,,338:372
329,020023100,1999/03/04 05:00:00+00,0,WESTVIEW RD,1829,,WB 43:53
330,020023100,1999/10/15 04:00:00+00,390000,WESTVIEW RD,1829,,767:496
331,020023A00,2011/11/21 05:00:00+00,0,ROSSER LN,921,,W2011:525
332,020023A00,2016/10/07 04:00:00+00,851000,ROSSER LN,921,,2016:3936
333,020023A00,2017/02/23 05:00:00+00,848000,ROSSER LN,921,,2017:683
334,020023A00,2002/06/10 04:00:00+00,2967,ROSSER LN,921,,855:919
335,020023A00,2013/02/12 05:00:00+00,650000,ROSSER LN,921,,2013:758
336,020023A00,2020/11/10 05:00:00+00,975000,ROSSER LN,921,,2020:4842
337,020024000,1985/07/03 04:00:00+00,335000,WESTVIEW RD,1833,,465:289
338,020025000,2020/04/07 04:00:00+00,0,WESTVIEW RD,1839,,2020:1281
