X,Y,OBJECTID,StopID,StopCode,StopName,Latitude,Longitude,StopURL
-78.4959945682151,38.0182914732284,4184,19307,19307, Brookwood Dr at 5th St Southbound,38.01829147,-78.49599457,http://catpublic.etaspot.net/
-78.4938812252398,38.0194435124679,4185,14076,14076,Brookwood Dr at Ridge St Northbound,38.01944351,-78.49388123,http://catpublic.etaspot.net/
-78.4914245606225,38.0223541254826,4186,19245,19245,Ridge St at Hartman's Mill Rd Northbound,38.02235413,-78.49142456,http://catpublic.etaspot.net/
-78.4898757931616,38.0243263244579,4187,14216,14216,Ridge St at Barksdale St Northbound,38.02432632,-78.48987579,http://catpublic.etaspot.net/
-78.4875946050486,38.0246505731498,4188,12081,12081,Elliott Ave at Burnet St,38.02465057,-78.4875946,http://catpublic.etaspot.net/
-78.4854660033758,38.0236473088271,4189,12068,12068,1st St at Elliott Ave Northbound,38.02364731,-78.485466,http://catpublic.etaspot.net/
-78.5061264034152,38.0411071785663,4190,16362,16362,Emmet St at Rothery Rd,38.04110718,-78.5061264,http://catpublic.etaspot.net/
-78.5053558346211,38.0432472228518,4191,16370,16370,Emmet St at Lambeth Northbound,38.04324722,-78.50535584,http://catpublic.etaspot.net/
-78.5044403073094,38.0487518315529,4192,13157,13157,BRSC at Arlington Northbound,38.04875183,-78.50444031,http://catpublic.etaspot.net/
-78.5010604857698,38.0526733409661,4193,16680,16680,BRSC Kroger,38.05267334,-78.50106049,http://catpublic.etaspot.net/
-78.4964141839553,38.0557899479284,4194,16391,16391,Emmet St at Morton Dr,38.05578995,-78.49641418,http://catpublic.etaspot.net/
-78.4942016613279,38.058452607096,4195,16554,16554,Emmet St at Angus Rd,38.05845261,-78.49420166,http://catpublic.etaspot.net/
-78.4910736080758,38.0599670414197,4196,16531,16531,Kroger at Hydraulic Rd,38.05996704,-78.49107361,http://catpublic.etaspot.net/
-78.4891357437242,38.06045150676,4197,20134,20134,Hillsdale Dr at Whole Foods,38.06045151,-78.48913574,http://catpublic.etaspot.net/
-78.4878387462715,38.0626182561994,4198,20147,20147,Hillsdale Dr at India Rd,38.06261826,-78.48783875,http://catpublic.etaspot.net/
-78.486656188471,38.0645065309917,4199,14373,14373,Hillsdale Dr at Seminole Square,38.06450653,-78.48665619,http://catpublic.etaspot.net/
-78.4834976189263,38.0673179628211,4200,20152,20152,Hillsdale Dr at Post Office,38.06731796,-78.48349762,http://catpublic.etaspot.net/
-78.4814453120072,38.0685882566,4201,16667,16667,Hillsdale Dr at Greenbrier Northbound,38.06858826,-78.48144531,http://catpublic.etaspot.net/
-78.4794540414137,38.0720062250638,4202,16651,16651,Hillsdale Dr at Branchlands Northbound,38.07200623,-78.47945404,http://catpublic.etaspot.net/
-78.4764709474877,38.0739364634252,4203,19705,19705,Hillsdale Dr at JABA Northbound,38.07393646,-78.47647095,http://catpublic.etaspot.net/
-78.4763183604515,38.0741271968486,4204,16614,16614,Hillsdale Dr at JABA Southbound,38.0741272,-78.47631836,http://catpublic.etaspot.net/
-78.4796295164219,38.0720672613532,4205,16646,16646,Hillsdale Dr at Branchlands Southbound,38.07206726,-78.47962952,http://catpublic.etaspot.net/
-78.4809417730165,38.0692901610523,4206,16577,16577,Hillsdale Dr at Greenbrier Southbound,38.06929016,-78.48094177,http://catpublic.etaspot.net/
-78.4903488162998,38.0681838998175,4207,20031,20031,COSTCO,38.0681839,-78.49034882,http://catpublic.etaspot.net/
-78.4931640632436,38.066234588459,4208,19714,19714,Stonefield Shopping,38.06623459,-78.49316406,http://catpublic.etaspot.net/
-78.4932250972404,38.0639686590279,4209,19722,19722,Hydraulic Rd at Swanson Dr,38.06396866,-78.4932251,http://catpublic.etaspot.net/
-78.4921264653931,38.0627899171517,4210,16520,16520,Hydraulic Rd at Emmet St,38.06278992,-78.49212646,http://catpublic.etaspot.net/
-78.4969100948731,38.0556221014882,4211,19751,19751,Emmet St at Earhart St,38.0556221,-78.4969101,http://catpublic.etaspot.net/
-78.5055770863432,38.0432853698433,4212,16389,16389,Emmet St at Massie Rd,38.04328537,-78.50557709,http://catpublic.etaspot.net/
-78.5072784413649,38.0383453374589,4213,17102,17102,Emmet St at Sprigg Ln,38.03834534,-78.50727844,http://catpublic.etaspot.net/
-78.5083160396241,38.0355415340129,4214,16819,16819,Emmet St at Ruffner Hall,38.03554153,-78.50831604,http://catpublic.etaspot.net/
-78.5033645627364,38.0320014961059,4215,11690,11690,JPA at Brandon Ave,38.0320015,-78.50336456,http://catpublic.etaspot.net/
-78.4853668202943,38.0350456225785,4216,14244,14244,Preston Ave at Harris St Westbound,38.03504562,-78.48536682,http://catpublic.etaspot.net/
-78.4892807007891,38.0378265371542,4217,13001,13001,Preston Ave at Booker St,38.03782654,-78.4892807,http://catpublic.etaspot.net/
-78.4915466308699,38.0396842961227,4218,14133,14133,Preston Ave at Washington Park,38.0396843,-78.49154663,http://catpublic.etaspot.net/
-78.4920806881227,38.0416793819563,4219,14024,14024,Preston Ave at Madison Ave Northbound,38.04167938,-78.49208069,http://catpublic.etaspot.net/
-78.4928283695152,38.0435829156882,4220,15219,15219,Preston Ave at Cabell Ave Northbound,38.04358292,-78.49282837,http://catpublic.etaspot.net/
-78.4930419919875,38.0467796326957,4221,19779,19779,Preston Ave at Rugby Ave Northbound,38.04677963,-78.49304199,http://catpublic.etaspot.net/
-78.4941253656492,38.0485954280093,4222,14030,14030,Barracks Rd at Howard Dr,38.04859543,-78.49412537,http://catpublic.etaspot.net/
-78.4985046397881,38.052280425801,4223,19767,19767,Barracks Rd at Meadowbrook Rd,38.05228043,-78.49850464,http://catpublic.etaspot.net/
-78.4878692614047,38.0657043449416,4224,20168,20168,Seminole Ct at 29,38.06570435,-78.48786926,http://catpublic.etaspot.net/
-78.4981384279106,38.0516738888462,4225,14180,14180,Barracks Rd at CVS,38.05167389,-78.49813843,http://catpublic.etaspot.net/
-78.4932022092448,38.0467109683753,4226,14394,14394,Preston Ave at Rugby Ave Southbound,38.04671097,-78.49320221,http://catpublic.etaspot.net/
-78.4930648808323,38.0439414979343,4227,15217,15217,Preston Ave at Cabell Ave Southbound,38.0439415,-78.49306488,http://catpublic.etaspot.net/
-78.4922485349938,38.041320800967,4228,11833,11833,Preston Ave at Madison Ave Southbound,38.0413208,-78.49224854,http://catpublic.etaspot.net/
-78.4916534416078,38.0395698546232,4229,14339,14339,Preston Ave at Rosser Ave,38.03956985,-78.49165344,http://catpublic.etaspot.net/
-78.4884262089437,38.036766052814,4230,14271,14271,Preston Ave at Region 10,38.03676605,-78.48842621,http://catpublic.etaspot.net/
-78.4860992423838,38.0351715090176,4231,14325,14325,Preston Ave at Harris St Eastbound,38.03517151,-78.48609924,http://catpublic.etaspot.net/
-78.4932022092075,38.0353355403795,4232,19459,19459,10th St at Page St Northbound,38.03533554,-78.49320221,http://catpublic.etaspot.net/
-78.4917373658928,38.0382194514517,4233,19463,19463,10th St at Grady Ave Northbound,38.03821945,-78.49173737,http://catpublic.etaspot.net/
-78.4879913331812,38.0374984736099,4234,13979,13979,Rose Hill Dr at Dale Ave Northbound,38.03749847,-78.48799133,http://catpublic.etaspot.net/
-78.4865188602438,38.0388412482294,4235,13807,13807,Rose Hill Dr at Henry Ave Northbound,38.03884125,-78.48651886,http://catpublic.etaspot.net/
-78.4840087892178,38.0412940984871,4236,13980,13980,Rose Hill Dr at Rivanna Ave,38.0412941,-78.48400879,http://catpublic.etaspot.net/
-78.4839096070091,38.042766570412,4237,13967,13967,Rose Hill Dr at Health Department Northbound,38.04276657,-78.48390961,http://catpublic.etaspot.net/
-78.4832839959798,38.0452156066659,4238,19906,19906,Rugby Ave at Rose Hill Dr,38.04521561,-78.483284,http://catpublic.etaspot.net/
-78.4780349738843,38.0491905215064,4239,20096,20096,YMCA,38.04919052,-78.47803497,http://catpublic.etaspot.net/
-78.482971192646,38.0493125915626,4240,19492,19492,Rose Hill Dr at Greenleaf Park,38.04931259,-78.48297119,http://catpublic.etaspot.net/
-78.4844970702019,38.0510673524289,4241,13933,13933,Del Mar Dr at Oakleaf Ln Westbound,38.05106735,-78.48449707,http://catpublic.etaspot.net/
-78.4840545647185,38.0548019410878,4242,18022,18022,Gentry Ln at Walker Upper Northbound,38.05480194,-78.48405457,http://catpublic.etaspot.net/
-78.483360290474,38.055847168853,4243,15049,15049,Grove Rd at Meadowbrook Heights Eastbound,38.05584717,-78.48336029,http://catpublic.etaspot.net/
-78.4791793820575,38.0540885920042,4244,19526,19526,Grove Rd at Concord Dr,38.05408859,-78.47917938,http://catpublic.etaspot.net/
-78.4778976426513,38.057193756546,4245,19542,19542,Kenwood Ln at Yorktown Dr,38.05719376,-78.47789764,http://catpublic.etaspot.net/
-78.4834518417632,38.0560264590337,4246,17314,17314,Grove Rd at Meadowbrook Heights Westbound,38.05602646,-78.48345184,http://catpublic.etaspot.net/
-78.4843368535936,38.0548515309681,4247,18033,18033,Gentry Ln at Walker Upper Southbound,38.05485153,-78.48433685,http://catpublic.etaspot.net/
-78.4845962522209,38.0510177613263,4248,19519,19519,Del Mar Dr at Oakleaf Ln Southbound,38.05101776,-78.48459625,http://catpublic.etaspot.net/
-78.4831771850139,38.0494651795515,4249,19503,19503,Rose Hill Dr at Greenleaf Ln,38.04946518,-78.48317719,http://catpublic.etaspot.net/
-78.4841003416155,38.0427665698401,4250,13882,13882,Rose Hill Dr at Health Department Southbound,38.04276657,-78.48410034,http://catpublic.etaspot.net/
-78.4841461186254,38.041450500415,4251,19471,19471,Rose Hill Dr at Madison Ave,38.0414505,-78.48414612,http://catpublic.etaspot.net/
-78.4864730828545,38.0391540537961,4252,13811,13811,Rose Hill Dr at Henry Ave Southbound,38.03915405,-78.48647308,http://catpublic.etaspot.net/
-78.488189698195,38.037567138357,4253,13824,13824,Rose Hill Dr at Dale Ave Southbound,38.03756714,-78.4881897,http://catpublic.etaspot.net/
-78.4919280999156,38.0381278994723,4254,13998,13998,10th St at Grady Ave Southbound,38.0381279,-78.4919281,http://catpublic.etaspot.net/
-78.4934463511771,38.0353126528394,4255,15970,15970,10th St at Page St Southbound,38.03531265,-78.49344635,http://catpublic.etaspot.net/
-78.4693679807148,38.0317764290094,4256,13721,13721,E High St at Grove Ave Eastbound,38.03177643,-78.46936798,http://catpublic.etaspot.net/
-78.4643478406336,38.0320014950171,4257,13692,13692,E High St at Meade Ave,38.0320015,-78.46434784,http://catpublic.etaspot.net/
-78.4628143314724,38.0326919556101,4258,19025,19025,E High St at Hazel St Eastbound,38.03269196,-78.46281433,http://catpublic.etaspot.net/
-78.4587707512367,38.0315055846808,4259,20106,20106,Pantops Roses,38.03150558,-78.45877075,http://catpublic.etaspot.net/
-78.4572296145569,38.0313453671354,4260,14095,14095,Pantops Food Lion,38.03134537,-78.45722961,http://catpublic.etaspot.net/
-78.4459457400454,38.0305328371284,4261,19019,19018,Pantops Giant,38.03053284,-78.44594574,http://catpublic.etaspot.net/
-78.442802428951,38.0285644534477,4262,19018,19018,DMV,38.02856445,-78.44280243,http://catpublic.etaspot.net/
-78.4446563722222,38.0248947145607,4263,19002,19002,Martha Jefferson Dr at State Farm Blvd,38.02489471,-78.44465637,http://catpublic.etaspot.net/
-78.4426116937753,38.0227508535808,4264,17230,17230,Sentara Martha Jefferson Hospital,38.02275085,-78.44261169,http://catpublic.etaspot.net/
-78.4406204227564,38.0228424080658,4265,13914,13914,Martha Jefferson Outpatient,38.02284241,-78.44062042,http://catpublic.etaspot.net/
-78.4399719229147,38.0216331477684,4266,15054,15054,Veterans Administration,38.02163315,-78.43997192,http://catpublic.etaspot.net/
-78.4375381466275,38.0268211375561,4267,20175,20175,Pantops Mountain Rd,38.02682114,-78.43753815,http://catpublic.etaspot.net/
-78.4394149773639,38.027973174635,4268,13895,13895,Social Security Administration,38.02797317,-78.43941498,http://catpublic.etaspot.net/
-78.4496841425394,38.0379447939594,4269,17282,17282,Wilton Farms,38.03794479,-78.44968414,http://catpublic.etaspot.net/
-78.4461135869373,38.0382041935239,4270,18226,18226,Avemore Apartments,38.03820419,-78.44611359,http://catpublic.etaspot.net/
-78.4537887569414,38.0359535229782,4271,17720,17720,Stony Point Rd at Winding River Ln,38.03595352,-78.45378876,http://catpublic.etaspot.net/
-78.4626464837256,38.0329132071322,4272,14285,14285,E High St at Hazel St Westbound,38.03291321,-78.46264648,http://catpublic.etaspot.net/
-78.4653396609477,38.0319519044695,4273,14167,14167,E High St at Stewart St,38.0319519,-78.46533966,http://catpublic.etaspot.net/
-78.4694976794948,38.0319023135394,4274,13685,13685,E High St at Grove Ave Westbound,38.03190231,-78.46949768,http://catpublic.etaspot.net/
-78.4701538087133,38.0332679747588,4275,17442,17442,Locust Ave at Sycamore St Northbound,38.03326797,-78.47015381,http://catpublic.etaspot.net/
-78.4686508176756,38.0354385377217,4276,17187,17187,Locust Ave at Hazel St Northbound,38.03543854,-78.46865082,http://catpublic.etaspot.net/
-78.4661941534904,38.0380020147837,4277,17379,17379,Locust Ave at Long St,38.03800201,-78.46619415,http://catpublic.etaspot.net/
-78.4606475841043,38.0426254276425,4278,12703,12703,Locust Ave at Smith St Northbound,38.04262543,-78.46064758,http://catpublic.etaspot.net/
-78.4583969120772,38.0422439570379,4279,12960,12960,Peartree Ln at St Clair Ave,38.04224396,-78.45839691,http://catpublic.etaspot.net/
-78.4617843624439,38.0393524171191,4280,12941,12941,St Clair Ave at Calhoun St,38.03935242,-78.46178436,http://catpublic.etaspot.net/
-78.4649124153271,38.0421791078008,4281,18203,18203,Northeast Park Northbound,38.04217911,-78.46491241,http://catpublic.etaspot.net/
-78.465782165174,38.0429573050077,4282,17173,17173,North Ave at Glendale Rd,38.04295731,-78.46578217,http://catpublic.etaspot.net/
-78.469215392569,38.0437278742291,4283,18242,18242,North Ave at Wilder Dr Westbound,38.04372787,-78.46921539,http://catpublic.etaspot.net/
-78.4613800051656,38.0530815122335,4284,18300,18300,Rio Rd at Pen Park Ln,38.05308151,-78.46138,http://catpublic.etaspot.net/
-78.4608688351288,38.0573043824537,4285,19640,19640,Rio Rd at Dunlora Forest Dr,38.05730438,-78.46086884,http://catpublic.etaspot.net/
-78.4625549314717,38.0612754819724,4286,17194,17194,Rio Rd at John Warner Pkwy,38.06127548,-78.46255493,http://catpublic.etaspot.net/
-78.4663238533598,38.0672378546854,4287,17141,17141,Rio Rd at Greenbrier Dr Northbound,38.06723785,-78.46632385,http://catpublic.etaspot.net/
-78.4681472791954,38.0702476497505,4288,19686,19686,Rio Rd at Wakefield Rd Northbound,38.07024765,-78.46814728,http://catpublic.etaspot.net/
-78.4682998671246,38.0698089599118,4289,19693,19693,Rio Rd at Wakefield Rd Southbound,38.06980896,-78.46829987,http://catpublic.etaspot.net/
-78.4666366564649,38.0672531118664,4290,17139,17139,Rio Rd at Greenbrier Dr Southbound,38.06725311,-78.46663666,http://catpublic.etaspot.net/
-78.4629898081243,38.0634498590816,4291,17207,17207,Rio Rd at CATEC,38.06344986,-78.46298981,http://catpublic.etaspot.net/
-78.4605407717376,38.0561141977301,4292,19655,19655,Rio Rd at Waldorf School,38.0561142,-78.46054077,http://catpublic.etaspot.net/
-78.4616470345768,38.0530166627806,4293,17160,17160,Rio Rd at Treesdale Apt,38.05301666,-78.46164703,http://catpublic.etaspot.net/
-78.4710006721658,38.045459747164,4294,18257,18257,Park St at  Beechwood Garden,38.04545975,-78.47100067,http://catpublic.etaspot.net/
-78.4697189323433,38.0437583924959,4295,12871,12871,North Ave at Wilder Dr Eastbound,38.04375839,-78.46971893,http://catpublic.etaspot.net/
-78.4671249384906,38.0429115296342,4296,12726,12726,North Ave at Cottonwood Rd,38.04291153,-78.46712494,http://catpublic.etaspot.net/
-78.4649810789594,38.042758941906,4297,12885,12885,North Ave at Holmes Ave,38.04275894,-78.46498108,http://catpublic.etaspot.net/
-78.4652023310082,38.0420646671705,4298,12902,12902,Northeast Park Southbound,38.04206467,-78.46520233,http://catpublic.etaspot.net/
-78.4635086045928,38.0404815673135,4299,12918,12918,Calhoun St at Locust Ave,38.04048157,-78.46350861,http://catpublic.etaspot.net/
-78.4612426749441,38.0397071842802,4300,18235,18235,St Clair Ave at St George Ave,38.03970718,-78.46124268,http://catpublic.etaspot.net/
-78.4588470450355,38.0416412347895,4301,18261,18261,St Clair Ave at Smith St,38.04164124,-78.45884705,http://catpublic.etaspot.net/
-78.4605407712216,38.042800904047,4302,17156,17156,Locust Ave at Smith St Southbound,38.0428009,-78.46054077,http://catpublic.etaspot.net/
-78.4657211306829,38.0385322581296,4303,17092,17092,Locust Ave at Watson Ave,38.03853226,-78.46572113,http://catpublic.etaspot.net/
-78.4687881465192,38.0355262748208,4304,12774,12774,Locust Ave at Hazel St Southbound,38.03552628,-78.46878815,http://catpublic.etaspot.net/
-78.4705505375726,38.0329513554949,4305,12761,12761,Locust Ave at Sycamore St Southbound,38.03295136,-78.47055054,http://catpublic.etaspot.net/
-78.4831314076188,38.0304756166015,4306,21008,0,Omni Closed Trigger,38.03047562,-78.48313141,http://catpublic.etaspot.net/
